pair_id	image	sentence_id	image_id	audio_id	sentence	translation	speaker_id	gender	duration	sample_rate	audio_format	recording_lang	native_lang
32.0	3245543	2	151215569.jpg	32_4554_3_322_02_211111-083915_bem_947_elicit_1.wav	Ndesubila uyu shitata umwana amubikile mumukoshi ilyo amwimishe.	I believe,he has put the child on his showders.	322	male	8.507	16000	vnd.wave	bem	toi
15.0	1573711	2	3143155555.jpg	15_7371_1_152_02_211030-135253_bem_8cc_elicit_0.wav	cilemoneka ninshita ya bushiku iyo bekele baleangala	it looks like its night time	152	female	5.49	16000	vnd.wave	bem	bem
12.0	1229504	1	2771424045.jpg	12_2950_4_121_01_211031-192918_bem_bd6_elicit_2.wav	elyo nabafwala utwamumukoshi utwapalana	they are wearing similar necklaces	121	male	7.827	16000	vnd.wave	bem	lam
36.0	3656061	2	2647062476.jpg	36_5606_1_362_02_211114-152125_bem_dbf_elicit_0.wav	bushe mune nimucimbusu baleingila nangula palifye fimo ifyo baleya mukucitamo umu mwine?	my friend are they entering in the toilet or maybe there is something else they are going to do there?	362	female	10.3	16000	vnd.wave	bem	bem
17.0	1766544	1	403308982.jpg	17_6654_4_171_01_220115-093145_bem_9fd_elicit_2.wav	Emukwai kwena balasansamuka sana pantu aba abalunendo balemba bwino sana.	Yes, they will be very happy because these guys know how to sing.	171	female	7.372999999999999	16000	vnd.wave	bem	bem
19.0	1971690	1	3582914905.jpg	19_7169_0_191_01_220118-181813_bem_524_elicit_0.wav	Shitata alipacimana naikata kumwando	A man is on the ocean and is holding to the ropes	191	female	3.788	16000	vnd.wave	bem	bem
28.0	2835210	1	537390477.jpg	28_3521_0_281_01_211112-154004_bem_d8d_elicit_0.wav	imbwa yafita elyo neya kashikila shilecena, ilyo shikele pansalu yabuta.	Two dogs of different colors are on a white sheet playing in the house.	281	female	6.171	16000	vnd.wave	bem	leh
2.0	241120	1	96399948.jpg	2_4112_0_21_01_211031-154116_bem_2a5_elicit_0.wav	Umwaume umo alesunka icimupila icikalamba icabuuta.	One man is pushing a big white ball.	21	male	6.647	16000	vnd.wave	bem	bem
13.0	1369130	1	3592992234.jpg	13_6913_0_131_01_211031-133123_bem_9ed_elicit_0.wav	Abaume bali mufyani baleenda nabemya naka muti kuminwe	A man is walking in the grass while carrying a stick in his hand.	131	male	6.102	16000	vnd.wave	bem	nya
1.0	1272	1	3556485995.jpg	1_27_2_11_01_211030-083231_bem_cc3_elicit_1.wav	Bonse babili baloleshe kumuulu. 	they have both faced upward	11	male	6.375	16000	vnd.wave	bem	toi
22.0	2277834	1	2167644298.jpg	22_7783_4_221_01_211112-135002_bem_004_elicit_2.wav	pa ipepala ili pali ifi kope fya pusana-pusana	the paper is full of different pictures	221	female	3.5839999999999996	16000	vnd.wave	bem	nbl
28.0	2892243	2	3074842262.jpg	28_9224_3_282_02_211231-140211_bem_9ff_elicit_1.wav	mulandunshi aya mabula yabunganine pamo umusango uyu?	Why have the leaves been put together in such a way?	282	female	7.712999999999999	16000	vnd.wave	bem	bem
7.0	715322	1	320093980.jpg	7_1532_2_71_01_170101-193440_bem_74d_elicit_1.wav	elo imbwa yakwe ilemumyanga kumenso.	And this dog is licking this woman's face.	71	female	5.603	16000	vnd.wave	bem	toi
34.0	3450373	2	4918194190.jpg	34_5037_3_342_02_211114-002519_bem_50c_elicit_1.wav	Cipalile afuma mu kushita utupe twamu nganda yakwe.	It seems she is from shopping for her home items.	342	male	3.766	16000	vnd.wave	bem	lam
24.0	2426190	1	6556869765.jpg	24_2619_0_241_01_211110-135414_bem_150_elicit_0.wav	Bamayo bafwele ilaya lya kashika balinensansa pamenso elo kumaboko bekete umusukupala wafita.	A woman with a red dress looking happy while on her hands she is having a black bottle.	241	female	8.031	16000	vnd.wave	bem	bem
13.0	1368680	1	95734036.jpg	13_6868_0_131_01_211031-083207_bem_9ed_elicit_0.wav	Umulumeendo naiminina pe njinga naikobeka neefyola. Kumutwe, nafwaala nakasote.	A man is standing on a bicycle and has a backpack with a cap on his head.	131	male	7.441	16000	vnd.wave	bem	nya
13.0	1369821	2	3331190056.jpg	13_6982_1_132_02_211105-215141_bem_ce8_elicit_0.wav	Kunuma kuli nefimuti ifyauma efyo batantamika. Kuli ne ng'anda.	Behind, there are some dry tree logs that's have been put neatly. there is also a house.	132	male	8.825	16000	vnd.wave	bem	bem
15.0	1574233	2	55470226.jpg	15_7423_3_152_02_211030-164927_bem_8cc_elicit_1.wav	nalimo muli ifyakaba pantu uko bali nakutalala	maybe they is something warm because its cold	152	female	5.603	16000	vnd.wave	bem	bem
	126874	1	7005944799.jpg	12687_4_01_211103-135546_bem_dcc_elicit_2.wav	Cishinka, elyo iyi incende nimukati ka musumba pantu muli ifikuulwa elyo mwaliba nefimuti ifitali mumbali.	Very true. And this is in the middle of the city because there are buildings and tall trees on the side of the road.	11	male	11.525	16000	vnd.wave	bem	bem
34.0	34108842	1	188370695.jpg	34_10884_2_341_01_220128-215512_bem_d0b_elicit_1.wav	Pali aba abantu abalemoneka ukusansamuka apa Bambi belya nabafwala na amalaya yabuuta kumulu na ifisote.	If these happy people, some are wearing white shirts and hats.	341	male	12.75	16000	vnd.wave	bem	bem
12.0	1228160	1	462288558.jpg	12_2816_0_121_01_211027-041717_bem_bd6_elicit_0.wav	imbwa shile angala pabulo	dogs are playing on the bed	121	male	4.265	16000	vnd.wave	bem	lam
18.0	18120542	1	144429279.jpg	18_12054_2_181_01_211114-122144_bem_5da_elicit_1.wav	Ee boi kuti caba nifyofine walishibafye banamayo ulwambo encito baingila.	Yea dear, it could be so true since gossiping is every lady's free employment.	181	male	5.558	16000	vnd.wave	bem	toi
27.0	2733890	1	765929807.jpg	27_3389_0_271_01_211111-155918_bem_6f4_elicit_0.wav	Bawishi nabaana babili baleenda nokwangala pamulu yamabwe	A father and his two kids are walking and playing on rocks.	271	female	5.422000000000001	16000	vnd.wave	bem	leh
22.0	2220590	1	4970217282.jpg	22_2059_0_221_01_211110-075156_bem_50c_elicit_0.wav	Ibumba lya baice naikala panshi.	A group of young ones  are sitting down.	221	male	3.221	16000	vnd.wave	bem	lam
27.0	2791440	1	911795495.jpg	27_9144_0_271_01_211113-214611_bem_f07_elicit_0.wav	Umukashana, naiminina nenkonto kumaboko yakwe.	A little girl is standing with a stick in her hand	271	male	3.879	16000	vnd.wave	bem	nya
27.0	2791664	1	224663185.jpg	27_9166_4_271_01_211113-232329_bem_f07_elicit_2.wav	Takwata nemyenfu nankwe. Kunuma yabo kuli necipampa ca green.	he doesn't have beards then there's a green poster behind them	271	male	9.165	16000	vnd.wave	bem	nya
12.0	1266014	1	3330102093.jpg	12_6601_4_121_01_211105-160907_bem_9ed_elicit_2.wav	Elo alelolesha panshi epo aletoloka nejinga	he is looking down where he has jumped with a bicycle	121	male	3.879	16000	vnd.wave	bem	nya
1.0	139673	2	401079494.jpg	1_3967_3_12_02_211104-153807_bem_2a5_elicit_1.wav	bushe kuli abantu nangula imbwa shimbi ukucila Pali ishi	Are there people or are the dogs more	12	male	4.945	16000	vnd.wave	bem	
21.0	2174831	2	4084558283.jpg	21_7483_1_212_02_220115-122555_bem_62a_elicit_0.wav	imo imbwa iyili pantanshi intu yafita elyo shibili shali kashikila.	The dog ahead of others is black, the other two are redish.	212	female	6.375	16000	vnd.wave	bem	bem
28.0	2835384	1	481054596.jpg	28_3538_4_281_01_211112-155838_bem_d8d_elicit_2.wav	elyo ukulolekesha mupepi nefikulwa kuli icimbaya mbaya cabuta, icilepala nga icaba kalemba wa NEWS	And just closer to the buildings, a NEWS reporters looking vehicle is parked.	281	female	7.577	16000	vnd.wave	bem	leh
22.0	2277102	1	3476451861.jpg	22_7710_2_221_01_211112-074721_bem_004_elicit_1.wav	icimuti cilemoneka ica papatalala	and the tree looks like a flat tree	221	female	3.221	16000	vnd.wave	bem	nbl
19.0	1970693	2	6986780079.jpg	19_7069_3_192_02_220118-132336_bem_5bb_elicit_1.wav	Pancende pantu aleyangalila pali apabuta elo apatelela	At the place she's playing on there's people and it's smooth	192	male	4.605	16000	vnd.wave	bem	bem
21.0	2176362	1	2594858432.jpg	21_7636_2_211_01_220118-102207_bem_665_elicit_1.wav	Elyo bemanine pabulalo, balelolesha panshi yamusebo.	They are on a bridge looking down the road.	211	male	5.445	16000	vnd.wave	bem	bem
29.0	2938243	2	3579457159.jpg	29_3824_3_292_02_211114-113256_bem_a9e_elicit_1.wav	Bushe kuti caba ati mafilimu balepanga nangula nifimbifye balecita.	Could it be that they are filming a movie or something?	292	female	5.581	16000	vnd.wave	bem	bem
28.0	2892892	1	3712923460.jpg	28_9289_2_281_01_220108-200840_bem_94f_elicit_1.wav	Ci fwile bali ku ncende eko bafunda ifyabu soja, bushe icikulwa kunuma, kuti caba canshi?	They must be at a training camp for the soldiers, what could be the building used for that's behind?	281	male	8.19	16000	vnd.wave	bem	ngo
10.0	1060050	1	823697339.jpg	10_6005_0_101_01_211103-112123_bem_5a5_elicit_0.wav	Abanakashi abakalamba babili nabeminina pamwinshi yetuka nabaloleshanya	Two mature ladies are standing on the entrance oa shop a'd they are facing each other	101	male	6.874	16000	vnd.wave	bem	bem
32.0	3246062	1	2959699416.jpg	32_4606_2_321_01_211112-164119_bem_e94_elicit_1.wav	bonse nabemya amaboko mumulu kabili babili nabemya ama kombo yabwalwa mumulu	Everyone has lifted their hands and two are are having cups of beer in their hands.	321	female	8.349	16000	vnd.wave	bem	nyj
39.0	399473	2	4587837067.jpg	39_947_3_392_02_211117-202218_bem_901_elicit_1.wav	nomba muli uyu muputule mulemoneka nakabati kaikatilila  kucibumba bushe nikwisa uyu mwanakashi ali?	There's an inbuilt cupboard in this room, where exactly is she?	392	female	11.638	16000	vnd.wave	bem	bem
33.0	3347803	2	3031093209.jpg	33_4780_3_332_02_211109-190058_bem_b14_elicit_1.wav	Kabili uyu umulumendo alemoneka kwati pali ifyo alelolesha kuntanshi	Seems this boy is looks at something in front of him	332	female	7.327999999999999	16000	vnd.wave	bem	nse
19.0	1913573	2	2229237521.jpg	19_1357_3_192_02_211110-133542_bem_d8d_elicit_1.wav	umu muciputulwa muli ifintu ifingi sana ifyamalangi ayalekana lekana.	they are different items with different colors	192	female	5.7620000000000005	16000	vnd.wave	bem	leh
6.0	613774	1	2766630484.jpg	6_1377_4_61_01_211027-055928_bem_53e_elicit_2.wav	Efyo imbwa ilelolesha kumulu wacimuti limbi kuli efyo ilefwaya nangula limbi kuli ka pushi akanine icimuti.	Maybe there is something it is looking for or there is a cat that has climbed the tree.	61	male	15.881	16000	vnd.wave	bem	bem
8.0	855784	1	3515451715.jpg	8_5578_4_81_01_211102-063845_bem_ce8_elicit_2.wav	Pali akalumendo na aka kashana	A boy and a girl.	81	male	4.446000000000001	16000	vnd.wave	bem	bem
22.0	2278430	1	170100272.jpg	22_7843_0_221_01_211112-191253_bem_004_elicit_0.wav	umwaice ale yangala eka	a child is playing alone	221	female	2.3819999999999997	16000	vnd.wave	bem	nbl
12.0	1229854	1	1490213660.jpg	12_2985_4_121_01_211102-010823_bem_bd6_elicit_2.wav	mumenshi muli amabwe	there are stones in the water	121	male	3.698	16000	vnd.wave	bem	lam
27.0	2790874	1	466956209.jpg	27_9087_4_271_01_211113-174604_bem_f07_elicit_2.wav	eya mukwai cilemoneka kwati alibelela uku kwelala ulupili.	he should be used and has experience	271	male	5.785	16000	vnd.wave	bem	nya
6.0	650744	1	3088399255.jpg	6_5074_4_61_01_211028-084132_bem_976_elicit_2.wav	imfwalashi nashikwata ifisalu apalembwa inambala iili ngecilangililo ukuti shili mukucimfyanya	The horses have numbers on the cloths put on them which show that they are in a race.	61	male	10.504	16000	vnd.wave	bem	bem
29.0	2995941	2	356841528.jpg	29_9594_1_292_02_220113-192258_bem_84b_elicit_0.wav	Bushe bali mucikulwa nangula balifye panse epo bale lishisha?	are they playing inside the building or outside?	292	male	5.785	16000	vnd.wave	bem	ngo
21.0	2175271	2	142786312.jpg	21_7527_1_212_02_220115-130507_bem_62a_elicit_0.wav	elyo nakafwala umwingila wabuta, cilepala kwati kaleya kubwinga	And she is in a white wedding dress as if going for a wedding.	212	female	4.968	16000	vnd.wave	bem	bem
17.0	1765140	1	3562606482.jpg	17_6514_0_171_01_220111-210052_bem_9fd_elicit_0.wav	Shi tata na namayo balenda mucibansa.	A man and a woman are walking on the field.	171	female	3.947	16000	vnd.wave	bem	bem
14.0	1470351	2	241347204.jpg	14_7035_1_142_02_211111-104653_bem_5da_elicit_0.wav	Cilemoneka kwati aba abafwele ifya kashika ebawinine.	It looks like these wearing red have won.	142	male	4.061	16000	vnd.wave	bem	toi
27.0	2732180	1	2666742902.jpg	27_3218_0_271_01_211109-144756_bem_e72_elicit_0.wav	Umwana umwanakashi aleangala nama toyi	A young girl is playing with toys.	271	female	4.129	16000	vnd.wave	bem	leh
22.0	2277372	1	5321755236.jpg	22_7737_2_221_01_211112-082414_bem_004_elicit_1.wav	Nafwala ishati ne toloshi ya fita.	He is wearing a black trousers	221	female	3.176	16000	vnd.wave	bem	nbl
33.0	3348894	1	3132722940.jpg	33_4889_4_331_01_211110-215110_bem_c25_elicit_2.wav	Ici icibansa cakubutukilamo kabili uyu umukashana ali mukwambwa ukubutuka.	This ground is for run-racing, hence the girl kneeling is about to start running	331	female	10.232	16000	vnd.wave	bem	nse
33.0	3349182	1	2426215757.jpg	33_4918_2_331_01_211110-232453_bem_c25_elicit_1.wav	Kabili naiminina pa kantu aka kwangalilapo pa menshi elyo kabili pali ku ntambo ekete kuminwe	He is standing on the skate board and holding a long rope	331	female	12.183	16000	vnd.wave	bem	nse
17.0	1778821	2	3599442049.jpg	17_7882_1_172_02_211110-115509_bem_e94_elicit_0.wav	Tafwele iciliconse kumulu wamubili ale enda fye necifuba panse.	He is not wearing anything on his upper body part but just walking with his bare chest.	172	female	5.739	16000	vnd.wave	bem	nya
15.0	1535502	1	3484625231.jpg	15_3550_2_151_01_211022-114412_bem_8cc_elicit_1.wav	Mulandu nshi umo ekatile ukuulu Kwa munankwe?	Why is the other one holding the friend's leg?	151	female	6.443	16000	vnd.wave	bem	bem
32.0	3244722	1	475317104.jpg	32_4472_2_321_01_211111-163124_bem_e94_elicit_1.wav	Apantu ali napekala bashitata abasungu  babili	She is near two white men who are sitted.	321	female	3.652	16000	vnd.wave	bem	nya
22.0	2277202	1	3193511842.jpg	22_7720_2_221_01_211112-080104_bem_004_elicit_1.wav	Iyi ibumba lya bakashana baita ati ntungulushi yaba sansamusha.	They are a group of cheer leaders	221	female	4.968	16000	vnd.wave	bem	nbl
26.0	2687780	1	33256003.jpg	26_8778_0_261_01_211111-225639_bem_8f1_elicit_0.wav	Umukashana pali efyo aleshinga pakanwa kakwe.	a woman is applying something on her lips	261	male	4.287	16000	vnd.wave	bem	bem
10.0	1062121	2	356929855.jpg	10_6212_1_102_02_211102-135814_bem_ddd_elicit_0.wav	ulemoneka kwati nalimo naisuma namucimuti	It looks like it's biting a stick	102	male	5.013	16000	vnd.wave	bem	bem
9.0	921353	2	141140165.jpg	9_2135_3_92_02_211026-155837_bem_901_elicit_1.wav	cilemoneka kwati balefwaya ukwamba ukulwa	It appears they want to start fighting.	92	female	3.63	16000	vnd.wave	bem	bem
27.0	2790582	1	3121881702.jpg	27_9058_2_271_01_211113-170443_bem_f07_elicit_1.wav	Limbi nakukaba saana efyo tafyalile insalu yaku mulu.	maybe it's because it is very hot that's why the child is shirtless	271	male	5.603	16000	vnd.wave	bem	nya
27.0	2732044	1	4260947199.jpg	27_3204_4_271_01_211109-132747_bem_e72_elicit_2.wav	Elulya bafwala nefyakufwala fyakaba umulandu wampepo.	It's the reason they are wearing warm clothes due to the cold.	271	female	4.9	16000	vnd.wave	bem	leh
15.0	1573883	2	3164415865.jpg	15_7388_3_152_02_211030-142038_bem_8cc_elicit_1.wav	nafyo fine fili na amenshi ya bungululu pa muulu	and these vehicles have snow on top of them	152	female	5.989	16000	vnd.wave	bem	bem
	1151	2	349889354.jpg	115_1_02_210929-125233_bem_b21_elicit_0.wav	Ibemba lya menshi ili lilemoneka iluku, bushe talyamuse umuntu uyu nokumwibisha?	The sea looks huge, won't the person drown?	12	male	10.958	16000	vnd.wave	bem	bmb
32.0	3246502	1	2942616793.jpg	32_4650_2_321_01_211112-183533_bem_e94_elicit_1.wav	nafwala akapempo, indyato kumakasa yakwe  nama Botolo yamu mumenso	She is putting on warm clothes, eye glasses and shoes.	321	female	7.01	16000	vnd.wave	bem	nya
28.0	2836040	1	2644470867.jpg	28_3604_0_281_01_211112-192229_bem_d8d_elicit_0.wav	ibumba lya bantu nabafwala ifyakufwala ifyama langi ayalekana lekana.	A crowd of people dressed colorfully.	281	female	6.9190000000000005	16000	vnd.wave	bem	leh
28.0	2892891	2	3712923460.jpg	28_9289_1_282_02_220102-154522_bem_9ff_elicit_0.wav	kabili cilemoneka kwati nababutukisha saana, Bushe ni kwisa balebutukila?	They must be running fast, where are they running to?	282	female	8.937999999999999	16000	vnd.wave	bem	bem
2.0	24853	2	3122579598.jpg	2_485_3_22_02_211026-201506_bem_2a5_elicit_1.wav	Umwana uuli pa ntanshi alecita kwati alebutukako elyo uli kunuma yakwe alesekelelela.	The little boy whose shirt is being bitten by the dog look like he is trying to run away from the dog.	22	male	8.167	16000	vnd.wave	bem	
22.0	2277184	1	2107837987.jpg	22_7718_4_221_01_211112-075826_bem_004_elicit_2.wav	mu lubali ya mumana kuli icani,elo kutali mpela kuli ma lupili.	There's also grass on the other side she some hills.	221	female	5.853	16000	vnd.wave	bem	nbl
32.0	3244551	2	4471427610.jpg	32_4455_1_322_02_211110-182012_bem_947_elicit_0.wav	Bushe aba abalumendo teti bapunkane?	Are these men not going to bash or bump into each other?	322	male	6.602	16000	vnd.wave	bem	toi
12.0	1267220	1	2355763034.jpg	12_6722_0_121_01_211107-064433_bem_9ed_elicit_0.wav	Umukashana naiminina alelisha mutolilo	a lady is standing playing  a flute	121	male	4.333	16000	vnd.wave	bem	nya
22.0	2220942	1	6037006359.jpg	22_2094_2_221_01_211110-131944_bem_50c_elicit_1.wav	ale bomfya icbombelo ica malaiti ukupanga keke	She's using an electric machine to bake the cake	221	male	5.921	16000	vnd.wave	bem	lam
13.0	1369292	1	107318069.jpg	13_6929_2_131_01_211031-141542_bem_9ed_elicit_1.wav	Cifwiile bale lolela fyaambe uku pupuka mumulu	They must be waiting for them to start flying in the air.	131	male	4.287	16000	vnd.wave	bem	nya
35.0	3553583	2	4685031064.jpg	35_5358_3_352_02_220114-171609_bem_f12_elicit_1.wav	Limbi ba kufyalo filya ifyaba mukukansana na inkondo.	They could be from countries that are at war	352	female	4.855	16000	vnd.wave	bem	bem
1.0	1914	1	2505360288.jpg	1_91_4_11_01_211030-111556_bem_cc3_elicit_2.wav	kulicimashini  ichi icilipanshi emetulefuma	they are coming from a machine that has been placed on the ground	11	male	14.088	16000	vnd.wave	bem	toi
22.0	2220810	1	102520526.jpg	22_2081_0_221_01_211110-120528_bem_50c_elicit_0.wav	Kuli imyotoka iyingi mumusebo elyo abaume bamo balekussa amenshi makasa	 A number of vehicles are on the road and there's a man shoving snow	221	male	8.439	16000	vnd.wave	bem	lam
7.0	716094	1	781118358.jpg	7_1609_4_71_01_170101-054827_bem_74d_elicit_2.wav	eyae nifyofine awe umuputule uyu usuma.	And this room looks nice,	71	female	7.712999999999999	16000	vnd.wave	bem	toi
16.0	1664003	2	2128119486.jpg	16_6400_3_162_02_220109-223355_bem_9fd_elicit_1.wav	Mwana wacenjela uyu kwena pantu alailisha umwine eka.	This child is clever because he knows how feed himself.	162	female	8.302999999999999	16000	vnd.wave	bem	bem
13.0	1369172	1	3459492423.jpg	13_6917_2_131_01_211031-134422_bem_9ed_elicit_1.wav	Kumutwe ali kaka ne mishishi ishitali. Ale moneka kwati napiba sana	He's hair is well tied whic is long and he looks sweaty.	131	male	6.897	16000	vnd.wave	bem	nya
10.0	1060780	1	3631810528.jpg	10_6078_0_101_01_211104-124732_bem_5a5_elicit_0.wav	Abauma na abanakashi nabekala muli saca	Man and a woman are seated in the bus	101	male	4.401	16000	vnd.wave	bem	bem
16.0	1664090	1	970958470.jpg	16_6409_0_161_01_220111-164344_bem_5da_elicit_0.wav	Shitata umushilika naiminina alelolesha umwana wakwe umulumendo ulepeluka pakashimbi.	A male soldier is is looking at the child swinging on the pipe.	161	male	6.897	16000	vnd.wave	bem	toi
30.0	3097694	1	2315807231.jpg	30_9769_4_301_01_220120-172620_bem_eb0_elicit_2.wav	Iyi imbwa ileyangala mumafulo ya sopo wakuwashisha  no kuyapasa ukubomfya amoolu yaiko	This dog is playing in the on the foam and scattering it using it's legs	301	female	11.048	16000	vnd.wave	bem	bem
33.0	3349454	1	73647680.jpg	33_4945_4_331_01_211111-003249_bem_c25_elicit_2.wav	Cilemona kwati ku ncende bali imfula ileloka eco bamfimbanine umwamfuli	Seems it's raining in this area, that is why they are covering with an umbrella.	331	female	11.23	16000	vnd.wave	bem	nse
8.0	818712	1	451081733.jpg	8_1871_2_81_01_211031-052202_bem_abe_elicit_1.wav	Umwaume alekopa ifilecitika	A man is capturing what is happening.	81	male	4.083	16000	vnd.wave	bem	bem
	127394	1	3077166963.jpg	12739_4_01_211103-164335_bem_dcc_elicit_2.wav	Elyo utu utumenshi twalishinguluka elyo pakati twashapo umushili apamena utulunktoko utusuma sana.	And this water has gone round and left a space in the middle with green grass.	11	male	9.143	16000	vnd.wave	bem	bem
33.0	3347122	1	7383631914.jpg	33_4712_2_331_01_211109-123053_bem_c25_elicit_1.wav	Umo pali aba abalumendo tafwele icakufwala ca kumulu	One amongst the three men is shirtless	331	female	7.691	16000	vnd.wave	bem	nse
12.0	1266821	2	1975531316.jpg	12_6682_1_122_02_211104-070122_bem_ce8_elicit_0.wav	Umukashana afwele insapato ishabuta na insokoshi ishafiita	she is wearing white shoes and black socks	122	male	9.006	16000	vnd.wave	bem	bem
18.0	1880161	2	3613005134.jpg	18_8016_1_182_02_211108-141202_bem_433_elicit_0.wav	Bushe ulilwine ulubili lwamakofi nokuponyanya lwacishinka nangu bacitafye mukusekeshe abantu baletamba?	Is this fight a reality show or something faked to entertain the crowd?	182	male	9.801	16000	vnd.wave	bem	bem
27.0	2790892	1	3670205710.jpg	27_9089_2_271_01_211113-174807_bem_f07_elicit_1.wav	Uyu mulumendo nafwala naka sote aka fiita.	he is wearing a black cap	271	male	4.673	16000	vnd.wave	bem	nya
33.0	3348221	2	6774537791.jpg	33_4822_1_332_02_211109-231505_bem_b14_elicit_0.wav	Kuncende ali kulemoneka imicanga ishingi panshi cipalile kwati ni mupepi na kamana akakulu	Where he is on the ground there is sand; it looks like a beach	332	female	10.209	16000	vnd.wave	bem	nse
16.0	1676582	1	2925242998.jpg	16_7658_2_161_01_211109-141734_bem_74d_elicit_1.wav	afwile uyu umukashana kalya akashimbi kakuninako impili elo kalya aka cola afwile emo asendela amenshi	Maybe the metal bar is used to walk on the hills and there is water to drink in the bag.	161	female	11.366	16000	vnd.wave	bem	toi
7.0	753371	2	2188688248.jpg	7_5337_1_72_02_170101-054602_bem_74d_elicit_0.wav	kumpela kulemoneka impili ishifimbilwe namenshi makasa.	A the end,there are hills covered in the sonw.	72	female	6.738	16000	vnd.wave	bem	toi
20.0	2074394	1	4768602434.jpg	20_7439_4_201_01_220116-210249_bem_62a_elicit_2.wav	nafwala neshati lya nkanda yanama	she is wearing an animal printed shirt	201	female	4.401	16000	vnd.wave	bem	bem
7.0	715212	1	3029715635.jpg	7_1521_2_71_01_170101-180532_bem_74d_elicit_1.wav	ku kanwa kwambwa iyi kuli na akadoli akamakumbi makumbi elo akapangwa nga ifupa.	This dog even has a blue toy in its mouth.	71	female	12.546	16000	vnd.wave	bem	toi
19.0	1914301	2	871909953.jpg	19_1430_1_192_02_211110-172049_bem_d8d_elicit_0.wav	uyu ni shitata wankanda yabuta, elyo alikwata imishishi ishipi nafwala ne shati lya buta.	he is a white man and has short hair and is wearing a white shirt	192	female	6.647	16000	vnd.wave	bem	leh
31.0	3143283	2	2254442869.jpg	31_4328_3_312_02_211110-130712_bem_83a_elicit_1.wav	Kulemoneka bena mwabo aba bali nabo mupepi.	it looks like they are their spouses, those that are near them	312	female	3.403	16000	vnd.wave	bem	
26.0	2688881	2	7252718418.jpg	26_8888_1_262_02_211112-115735_bem_dcc_elicit_0.wav	Elo kalemonekafye kwati nakalimo nako kalateya elo kalishiba saana.	and she looks like she plays and knows lot	262	male	6.284	16000	vnd.wave	bem	bem
27.0	2789673	2	3608400551.jpg	27_8967_3_272_02_211112-222053_bem_e72_elicit_1.wav	Apa bali nembwa yakwe pa kapinga elo kunuma yabo kuli nganda yabuta  iikulu saana	they are playing on a lawn and behind them a big white house	272	female	8.212	16000	vnd.wave	bem	leh
37.0	37115623	2	158093226.jpg	37_11562_3_372_02_211113-232039_bem_aa2_elicit_1.wav	umukashana nafumya ululimi panse	the woman has removed her tongue out	372	female	3.5839999999999996	16000	vnd.wave	bem	bem
27.0	2732310	1	2802447198.jpg	27_3231_0_271_01_211110-085555_bem_e72_elicit_0.wav	Umulumendo alipamulu pe horse mucibansa.	A man is on a horse in a field.	271	female	3.97	16000	vnd.wave	bem	leh
8.0	819661	2	290019324.jpg	8_1966_1_82_02_211031-072112_bem_ce8_elicit_0.wav	bushe kuli abale ipepeka?	Is there somebody chasing it?	82	male	3.698	16000	vnd.wave	bem	bem
26.0	2630430	1	1689991150.jpg	26_3043_0_261_01_211109-093710_bem_dcc_elicit_0.wav	Namayo umo ali nembwa yakwe mumpanga.	A woman is with her dog in the bush.	261	male	3.947	16000	vnd.wave	bem	bem
17.0	1778293	2	408627152.jpg	17_7829_3_172_02_211109-161247_bem_e94_elicit_1.wav	Kabili cipalile kwati uyu shi tata aleita iyi imbwa.	And it looks like this man is calling this dog.	172	female	3.675	16000	vnd.wave	bem	nya
17.0	1778172	1	2911658792.jpg	17_7817_2_171_01_211109-075038_bem_947_elicit_1.wav	Uyu umulumendo alemoneka kwati ali yeshibishya amangalo aya.	This gentleman looks like this sport very well.	171	male	8.394	16000	vnd.wave	bem	toi
7.0	716104	1	2224995194.jpg	7_1610_4_71_01_170101-055105_bem_74d_elicit_2.wav	awe abasungu bena baba nefyakucitika, tabatina akalikonse .	It seems white people are not afraid of anything.	71	female	7.214	16000	vnd.wave	bem	toi
12.0	1265590	1	2815256108.jpg	12_6559_0_121_01_211105-114206_bem_9ed_elicit_0.wav	abaume babili, nabeminina panse balelanda ilyashi	two men are standing outside telling stories	121	male	6.057	16000	vnd.wave	bem	nya
27.0	2733342	1	4585566336.jpg	27_3334_2_271_01_211110-202933_bem_0cc_elicit_1.wav	 Cilemoneka kwati beele mukusefya nabanabo	This looks like they went to celebrate with friends.	271	female	5.263	16000	vnd.wave	bem	leh
16.0	1676790	1	3200120942.jpg	16_7679_0_161_01_211109-150208_bem_74d_elicit_0.wav	pali umuntu uwimine mumulu nakwela napakantu akalengele ememumulu gaifi	A man jumping in the air.	161	female	8.303	16000	vnd.wave	bem	toi
27.0	2733872	1	2610447973.jpg	27_3387_2_271_01_211111-155232_bem_6f4_elicit_1.wav	Cishinka icho, baleonta nefyakufwala bafwele ifyakaba nabafimba nakumitwe. 	That's true. They are warming up while wearing warm clothes and covering their heads.	271	female	6.76	16000	vnd.wave	bem	leh
14.0	1472403	2	3542341321.jpg	14_7240_3_142_02_211112-155248_bem_5da_elicit_1.wav	Kwena nomba tabashikakila mumayanda?,pantu kuti shasuma abantu abaleipitila.	Why dont they chain these dogs? Because they can attack people that are passing.	142	male	6.261	16000	vnd.wave	bem	toi
